tweet,length,label
  ISI         Taliban are the ISI amp Pak army murdering machine to kill Pashtuns    ,87,1
  Instead of declaring PAK a terrorist state Indian Government is giving lifeline  to Pak Army ISI n Terror groups Pakistan was is n will be an enemy to India n ally to China,175,1
     The rapist Pak army and ISI are doing genocide in Balochistan  They are kidnapping innocent and raping their womens  Plz raise the voice for my brothers stuck in terrorist state Pakistan      ,200,1
Pakistan zindabad  ISI zindabad  Pak army zindabad  we are the only airforce to have shit down Israeli airforce  Israel is a terrorist state ,145,0
  Get lost loser Your drama of saying Terrorism in Pakistan is over Terrorists like Kalbhushan and other RAW and RSS  Now save your Terrorist state of India frm RSS and other Terrorist groups  Pakistan Zindabad  PakArmy Zindabad  ISI Zindabad,248,0
  Dont worry about Kashmir  its our baby  Pakistan is declared by FATF as Terrorist state amp not India  In the name of Kashmir ISI amp rouge Pak Army is taking you guys through garden path  In India people have the power to throw out a Govt ,252,1
India bombed terrorist camps in POK in retaliation against Pulwama But real master is pak army  Long term Solution  Economic sanctions Baluchistan govt in exile FATF blacklisting Diplomatic isolation Terrorist list to include pak armyISI Pakistan declared Terrorist state,279,1
 Imran has already accepted that Pak army and ISI had trained the talibani terroristsBin laden was working for Pakistan Pakistan is truly a terrorist statethey should learn from PM Modihow to develop any nation,221,1
  The world knows that Pakistan is in itself a terrorist state run by the toons of the ISI and the Pakistan Army Kashmir went to flames at the behest of Pakistan in 1989 when BJP was not anywhere near power of Delhi and is still burning and shall keep so till Pak fuels it,274,1
Biggest Victory of Pakistan on International PlatformBig Slap on the face of India terrorist state and RAWKulbhushan Jadhav a decleared Indian spy and a terrorist by ICJ Salute to PAK ARMYISI  IMRAN KHAN      ,217,0
 Baba Jo bhi ho danke ki chot pe ho Puri duniya ko pata chalna chahye ISI  Pak army  govt or terrorists ka Nexus aur Pakistan ek failed or terrorist state hai,161,1
  From decades Pak was denying  and now Pak PM admits its army and ISI  created armed militia or properly saying jihadi terrorist by depriving its ppl of healtheducation basic   is he trying to get Pakistan listed as a Terrorist State worldwide good,254,1
Without any second  thought India must declare Pakistan a terrorist State because I dont think the crossborder terror activities of Pakistan towards India will ever be stopped until the Pak Army amp ISI will remains on the driving seat of any democratically elected Govt there  ,286,1
 Ap andhy ho ya Samajh Kuch nahi aata  Yeh BLA Balochistan liberation army ki terrorist thi Jo Pakistan ky khilaaf lar rahy Hain or terrorism phela rahy Hain riyasat ka kaam in jeso se mulk ko Pak karna hai yeh terrorist bani isme riyasat ka kasur ,253,0
     Baloch area isnt directly connected to afghanistan for terrorist to hide Pak army has specifically mentioned many times that they ran away to Iran side of border Why will taliban take orders of CIA US left ammo so Now it doesnt ahs control over them,260,0
 You are also a hypocrite by only blaming them and not what Pak Army did with them in Baluchistan You justify everything that the Pak Army did wrong by calling terrorists Recently 40 civilians were killed in Afghanistan by Pak Armys strike,242,0
Two Pak Army soldiers martyred during gun battle with terrorists in South Waziristan ISPR  ,92,0
  Fake ID heres a Thing Suicide is Haram in Islam Killing Innocent people is also Haram in Islam Spreading Terror in blessed month is Forbidden by the One true God Allah swt  So theres no way this Terrorist will find a way to enter Paradise,249,0
 Adha sa zyda comments sala shameless country begerat log india ka han jus sa ya zahir hota ka TTP or BLA ko funding india kr rha  Allah kra mumbai man terrorist attacks hon phir tumari chekhan niklan gi insalon ka sath to pak army or awam nimat la gi,254,0
BLA used to carry out such attacks due to its separatist claim But now rise in TTP styled terrorist attacks particularly suicide bombings targeting CPEC amp Pak Army is indicative of BLATTP Nexus as Baloch separatists donot have history of using suicide bombers previously  6,282,0
 Very sad incident  I hope pak army will deal with those terrorists BLA,72,0
 First of i am deeply saddened by this we Pakistanis are your brothers secondly baloch liberation army or bla isnt an army its a terrorist organization that will In Sha Allah be taken down by Pak Army you are well informed about cia involvement in Pak ,256,0
   Abe vineet chutiye ye pakistani nh hai ye afghani ya balock terrorist hai pak army to khud inko maarti hai kese chutiye indian log ho tum wese abi nandan ko yd kro bad tum log Pakistan army ka muqabla to door ki bt hai ,222,0
Terrorists from Afghanistan attack Dewagar area of North Waziristan  8 young martyrs including three officers of Pak army  Pakistans strong protest with the Afghan government  Demand for implementation of Doha Agreement  Afghan soil must be cleared of terrorists Pakistan  ,275,0
 Sorry doesnt even cut it Pak must be serious about combating this All high target areas and people must be on highest alert The female terrorist has a family all must be exposed on TV We need to know who she associated with in last year Hunt them all down Army needs act ,280,0
when corrupt tola imposed over the country again terrorism is speeding up across the country At least 40 plus army  have been martyred since 1april   Two Pak Army soldiers martyred during gun battle with terrorists in South Waziristan ISPR  ,244,0
Pakistan and China came without their consent but what about India who is giving money and arms to these idiots It is time for the Pak army to lunch commando operations against these terrorists and wipe them about for good,224,0
Suicide bombing to blow oneselves up is an act that Islamic terrorists do She took others lives too Labelling it out of desperation is justifying it This is NOT okay I feel the pain of Baloch amp what Pak army is doing But they are doing what they learnt from Islam,276,1
   haha U Loser is giving threats to who Pak Army n China With these tiny guns do u think tht you will conquer Pakistan n China U ll b crushed like insectsU r even not a Baloch n with a group of 10 Terrorist do you think tht u ll achieve what u say NO WAY ,260,0
 Why doesnt Pakistan Army able to defeat such terrorists  Is Pak Army capable of doing so,92,0
 Ghadaro ka asal thikana Jhanum hai Pak Army will crush these Raw funded terrorists They are not baloch,105,0
   tum terrorist na bno to foj ka demagh khrab hy jo uthaye gi  pury pak mn sirf tum balochon ko hi uthana h army ny  jo terrorist hoga onko sahulat dy ga osko hi uthya jata hy aur uthana bhi chahye,200,0
Dear BHAKTS RSS passed outs  BALOCH LIBERATION ARMY BLA is considered as a separatist terrorist wing not only in Pak bt worldwide  13,142,0
 Yes all those Indian sponsored terrorists organizations use to wear bangles Because they are cowards cant face pak Army  Tum sharab pee kar iss mitti kay na hoe  Tum Modi ka peshaab bhi pee lo na tu bhi tumko koi Indian nahi manay ga Lanti ,253,0
 Pak army busy on politics rather they focus on border management and removed all terrorist elements who support by RAW  they waste their energy in politics wholl stay and who leaves,184,0
 Two Pak Army soldiers martyred in South Waziristan during gun battle with Terrorists Martyred Soldiers were Identified as  26yearold Lance Naik Umar Ali Khan a resident of Bannu 23yearold Naik sepoy Muhammad Siraj ud Din a resident of Dera Ismail Khan ISPR,267,0
Recent Attack on Chinese might have serious implications on CPECLeadership should sit together amp put these threats to an end for the steady growth of PakWe must support our Army as the only barrier bw a common man amp these terrorists is our Army,256,0
  Acha hua mr gya sala terrorist Jab tum pak army pa hamla karta tab kuch nai hota or apni baro lgata ho,107,0
  Napak army only arresting social media activists Indian army should now help Pakistan to tackle terrorist Hate napak army,126,1
Two Pak Army soldiers martyred during gun battle with terrorists in South Waziristan ISPR How did they regroup when Pak Afghan border has been fenced RIP  ,158,0
